"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","direction"
"Hypertrophic cardiomyopathy","Hypertrophic cardiomyopathy","3/250","19/17907",0.157894736842105,11.3096842105263,5.34997935545747,0.00220804154772872,0.0234880419639642,0.0172963254572083,"ACTC1/VCL/MYL3",3,"up"
"leishmaniasis","leishmaniasis","13/250","371/17907",0.0350404312668464,2.50987601078167,3.49682426658234,0.00223119949245348,0.0236359016773184,0.0174052076589732,"TMBIM6/KRT84/RPL14/KRT4/EZR/CTSB/HSPA1L/CCR3/APOE/KCNAB2/SERPINB8/ADA/F2",13,"up"
"hypochromic anemia","hypochromic anemia","5/250","66/17907",0.0757575757575758,5.42636363636364,4.28667241705172,0.00227724946209823,0.0239251764474764,0.0176182262911303,"HBB/HBE1/KRT84/TFRC/ALAD",5,"up"
"rectal neoplasm","rectal neoplasm","5/250","66/17907",0.0757575757575758,5.42636363636364,4.28667241705172,0.00227724946209823,0.0239251764474764,0.0176182262911303,"ACTA1/LDHB/SAMM50/PROX1/GSTP1",5,"up"
"osteochondrosis","osteochondrosis","7/250","130/17907",0.0538461538461538,3.85689230769231,3.88997800350737,0.00234367799437828,0.0245221718018351,0.018057846841931,"HP/SERPINE1/CTSB/SERPINC1/MPO/F2/COL6A1",7,"up"
"hyperthyroidism","hyperthyroidism","15/250","466/17907",0.0321888412017167,2.30562231759657,3.39809618985397,0.00239591767662466,0.0249664401160112,0.0183850009471606,"ITIH3/GC/PKM/TFRC/SERPINE1/TXN/HSPA1L/MPO/KCNAB2/CCAR1/PSMB3/TG/ADA/F2/TTR",15,"up"
"bile duct adenocarcinoma","bile duct adenocarcinoma","14/250","420/17907",0.0333333333333333,2.3876,3.42406592116928,0.00242055390376106,0.0251206264890325,0.0184985420287431,"ACTA1/S100A6/ENO1/KRT19/KRT17/RPLP2/FSCN1/BLVRB/CCT6A/CD24/F2/RHOC/SALL4/FABP5",14,"up"
"mastitis","mastitis","10/250","246/17907",0.040650406504065,2.91170731707317,3.592461699092,0.00247370501228237,0.025568295126951,0.0188282000934852,"ACTA1/HP/CTSB/LDHB/HNRNPU/MPO/GATM/PLG/A2M/HSPD1",10,"up"
"benign mesothelioma","benign mesothelioma","11/250","288/17907",0.0381944444444444,2.73579166666667,3.5335728634888,0.00248692288701945,0.0255683473494219,0.0188282385495155,"KRT18/KRT19/SLC2A1/RAB12/EIF4A2/ASS1/TXN/PRDX1/KRT14/NCR1/ADA",11,"up"
"alexander disease","alexander disease","4/250","41/17907",0.0975609756097561,6.98809756097561,4.56749380419395,0.00250375512626536,0.0255683473494219,0.0188282385495155,"DES/FABP3/KRT14/ARSA",4,"up"
"vaginal cancer","vaginal cancer","4/250","41/17907",0.0975609756097561,6.98809756097561,4.56749380419395,0.00250375512626536,0.0255683473494219,0.0188282385495155,"PRDX2/KRT14/KRT13/RNH1",4,"up"
"factor vii deficiency","factor vii deficiency","3/250","20/17907",0.15,10.7442,5.18803944664834,0.00257110425719886,0.026061344203131,0.0191912757939234,"SERPINC1/FGB/F2",3,"up"
"papillary carcinoma","papillary carcinoma","9/250","207/17907",0.0434782608695652,3.11426086956522,3.64055794134948,0.00257244760641952,0.026061344203131,0.0191912757939234,"S100A6/KRT19/SLC2A1/NME2/FCAR/CTSB/KRT14/MBD1/TG",9,"up"
"acute pancreatitis","acute pancreatitis","11/250","290/17907",0.0379310344827586,2.71692413793103,3.50747806742889,0.00262299058577503,0.0264683595473663,0.0194909972381702,"KNG1/HP/CTSB/HSPA1A/SERPINC1/MPO/GATM/PLG/F2/TTR/HSPD1",11,"up"
"onchocerciasis","onchocerciasis","6/250","99/17907",0.0606060606060606,4.34109090909091,3.96651546967709,0.00264933074972504,0.0265999216717721,0.0195878780818376,"DES/P4HB/NEFH/MPO/ALAD/HSPD1",6,"up"
"keratoconjunctivitis sicca","keratoconjunctivitis sicca","9/250","208/17907",0.0432692307692308,3.09928846153846,3.62360005433403,0.00265686644195138,0.0265999216717721,0.0195878780818376,"KRT1/KRT10/IQGAP1/KRT14/KRT15/LGALS9/CRYZ/TTR/IGFBP7",9,"up"
"coronary stenosis","coronary stenosis","8/250","170/17907",0.0470588235294118,3.37072941176471,3.69553399147388,0.00271668630084994,0.0270925786174605,0.0199506650218668,"KNG1/PPIA/SERPINE1/FABP3/SERPINC1/APOE/PLG/ADA",8,"up"
"normal pressure hydrocephalus","normal pressure hydrocephalus","5/250","69/17907",0.072463768115942,5.1904347826087,4.14974478119956,0.00276868957629006,0.0275037528726401,0.0202534490405654,"DES/VIM/FABP3/APOE/TTR",5,"up"
"hypothyroidism","hypothyroidism","15/250","475/17907",0.0315789473684211,2.26193684210526,3.31681807784905,0.00287063768909639,0.0284059613188491,0.0209178250213225,"ACTA1/ITIH3/PKM/NEFH/SERPINE1/NEFM/LDHB/HSPA1L/APOE/PLG/CCAR1/TG/ADA/F2/TTR",15,"up"
"follicular adenoma","follicular adenoma","8/250","172/17907",0.0465116279069767,3.33153488372093,3.65595953804332,0.00291915822374854,0.0287745596340928,0.0211892566048157,"KRT19/PRDX2/SLC2A1/CTSB/KRT14/TG/VDAC1/TPT1",8,"up"
"pulmonary edema","pulmonary edema","10/250","252/17907",0.0396825396825397,2.84238095238095,3.50474706187725,0.00294169101038345,0.0288201346913367,0.0212228175557043,"KRT84/KNG1/SERPINE1/HSPA1A/LDHB/SERPINC1/MPO/VCL/F2/MYL12B",10,"up"
"papilledema","papilledema","5/250","70/17907",0.0714285714285714,5.11628571428571,4.10586306968601,0.00294833402305293,0.0288201346913367,0.0212228175557043,"HP/ASS1/SERPINC1/F2/RHOA",5,"up"
"inclusion conjunctivitis","inclusion conjunctivitis","3/250","21/17907",0.142857142857143,10.2325714285714,5.03716928322357,0.00296893671125012,0.0288201346913367,0.0212228175557043,"TMBIM6/TXN/HSPD1",3,"up"
"tick-borne relapsing fever","tick-borne relapsing fever","3/250","21/17907",0.142857142857143,10.2325714285714,5.03716928322357,0.00296893671125012,0.0288201346913367,0.0212228175557043,"HPRT1/CFHR1/PLG",3,"up"
"adamantinous craniopharyngioma","adamantinous craniopharyngioma","4/250","43/17907",0.0930232558139535,6.66306976744186,4.42392362548636,0.00298551641763909,0.0288713008114872,0.0212604957013693,"KRT19/GC/KRT14/GSK3B",4,"up"
"testicular germ cell cancer","testicular germ cell cancer","6/250","102/17907",0.0588235294117647,4.21341176470588,3.87263273459016,0.00307576046904888,0.0296317602923841,0.0218204893653279,"KRT18/SLC2A1/HP/GFRA1/TTR/HPX",6,"up"
"in situ carcinoma","in situ carcinoma","15/250","479/17907",0.0313152400835073,2.24304801670146,3.28127569745824,0.00310526154201897,0.0298035064540392,0.0219469612744198,"KRT19/KRT1/SLC2A1/KRT10/KRT4/KRT17/CTSB/KRT14/KRT13/FSCN1/CD24/RBPMS/IGFBP7/XRCC5/GSTP1",15,"up"
"systemic scleroderma","systemic scleroderma","14/250","432/17907",0.0324074074074074,2.32127777777778,3.30779242167238,0.00311923532078138,0.0298254972807299,0.0219631550676742,"MSN/RPL14/KNG1/HP/TFRC/SOD1/SERPINE1/RPL7/HSPA1L/SERPINC1/MPO/VCL/PLG/F2",14,"up"
"lung large cell carcinoma","lung large cell carcinoma","7/250","137/17907",0.0510948905109489,3.65982481751825,3.71860834418217,0.00314417090235493,0.0299517474392244,0.0220561242404003,"KRT18/KRT19/SLC2A1/KRT10/KRT17/FSCN1/SALL4",7,"up"
"autoimmune disease of cardiovascular system","autoimmune disease of cardiovascular system","6/250","103/17907",0.058252427184466,4.17250485436893,3.84213792190966,0.00322869111198686,0.030158702961308,0.0222085239198038,"ENO1/SERPINC1/MPO/LGALS9/F2/HSPD1",6,"up"
"behcet's disease","behcet's disease","6/250","103/17907",0.058252427184466,4.17250485436893,3.84213792190966,0.00322869111198686,0.030158702961308,0.0222085239198038,"ENO1/SERPINC1/MPO/LGALS9/F2/HSPD1",6,"up"
"cerebral amyloid angiopathy","cerebral amyloid angiopathy","6/250","103/17907",0.058252427184466,4.17250485436893,3.84213792190966,0.00322869111198686,0.030158702961308,0.0222085239198038,"ACTA1/EZR/NME1/APOE/TTR/A2M",6,"up"
"adenofibroma","adenofibroma","4/250","44/17907",0.0909090909090909,6.51163636363636,4.35552521016731,0.00324858727550321,0.030158702961308,0.0222085239198038,"KRT19/SLC2A1/TG/SALL4",4,"up"
"ampulla of vater adenocarcinoma","ampulla of vater adenocarcinoma","4/250","44/17907",0.0909090909090909,6.51163636363636,4.35552521016731,0.00324858727550321,0.030158702961308,0.0222085239198038,"S100A6/KIT/FSCN1/F2",4,"up"
"Keratosis","Keratosis","4/250","44/17907",0.0909090909090909,6.51163636363636,4.35552521016731,0.00324858727550321,0.030158702961308,0.0222085239198038,"KRT1/KRT17/KRT6A/KRT14",4,"up"
"syringoma","syringoma","4/250","44/17907",0.0909090909090909,6.51163636363636,4.35552521016731,0.00324858727550321,0.030158702961308,0.0222085239198038,"S100A6/KRT4/KRT14/KRT15",4,"up"
"cyclic hematopoiesis","cyclic hematopoiesis","3/250","22/17907",0.136363636363636,9.76745454545454,4.89611068307549,0.00340257401592597,0.0312473793620828,0.0230102127695713,"CDC42/MPO/ADA",3,"up"
"ovarian germ cell monodermal and highly specialized teratoma","ovarian germ cell monodermal and highly specialized teratoma","3/250","22/17907",0.136363636363636,9.76745454545454,4.89611068307549,0.00340257401592597,0.0312473793620828,0.0230102127695713,"KRT19/TG/SALL4",3,"up"
"struma ovarii","struma ovarii","3/250","22/17907",0.136363636363636,9.76745454545454,4.89611068307549,0.00340257401592597,0.0312473793620828,0.0230102127695713,"KRT19/TG/SALL4",3,"up"
"idiopathic interstitial pneumonia","idiopathic interstitial pneumonia","13/250","390/17907",0.0333333333333333,2.3876,3.29668586192601,0.00342256980831468,0.0313183538373741,0.0230624775614036,"KRT18/S100A6/KRT19/TMBIM6/TFRC/SERPINE1/HBZ/CTSB/TXN/MPO/LGALS9/PLG/NHP2",13,"up"
"testicular cancer","testicular cancer","12/250","345/17907",0.0347826086956522,2.49140869565217,3.32835826721385,0.00345858038408812,0.0315348418592034,0.0232218968645916,"KRT18/HSP90B1/SLC2A1/HP/LDHB/CCR3/GFRA1/F2/RHOA/TTR/GSTP1/HPX",12,"up"
"spinal muscular atrophy","spinal muscular atrophy","8/250","177/17907",0.0451977401129944,3.23742372881356,3.55951920879589,0.00347696709346223,0.0315896690021675,0.0232622709455836,"ACTA1/PKM/SOD1/MYL12A/HNRNPU/ANKS1B/COL6A1/RAN",8,"up"
"benign epilepsy with centrotemporal spikes","benign epilepsy with centrotemporal spikes","4/250","45/17907",0.0888888888888889,6.36693333333333,4.28921929417315,0.00352701925621775,0.0319146826597416,0.0235016072856695,"CTSB/CTNNA3/PLG/TPT1",4,"up"
"esophageal varix","esophageal varix","5/250","73/17907",0.0684931506849315,4.90602739726027,3.97908457349409,0.00353774194778961,0.0319146826597416,0.0235016072856695,"HP/HINT1/SERPINC1/PLG/F2",5,"up"
"salivary gland carcinoma","salivary gland carcinoma","14/250","439/17907",0.0318906605922551,2.28426423690205,3.24172293227876,0.00359800991662385,0.0323440821026081,0.0238178121241297,"DES/KRT4/NME2/IQGAP1/SLC25A3/KRT14/KRT15/KRT13/KIT/RNH1/FSCN1/TG/F2/RHOA",14,"up"
"pneumoconiosis","pneumoconiosis","11/250","303/17907",0.0363036303630363,2.60035643564356,3.34305245355547,0.00366123465359257,0.0327691311643835,0.0241308133917121,"KNG1/HP/GC/TFRC/HSPA1L/PRDX1/NCR1/MPO/SLC4A1/TTR/GSTP1",11,"up"
"prostate carcinoma","prostate carcinoma","14/250","440/17907",0.0318181818181818,2.27907272727273,3.23238626661984,0.00367106099024988,0.0327691311643835,0.0241308133917121,"PZP/KRT18/HNRNPK/SERPINE1/INA/FABP3/KRT14/TNFSF12/PLG/CCAR1/CD24/SALL4/GSTP1/CADM3",14,"up"
"chondrosarcoma","chondrosarcoma","12/250","348/17907",0.0344827586206897,2.46993103448276,3.29494012941239,0.00370618652777793,0.0327691311643835,0.0241308133917121,"ACTA1/HSP90B1/EZR/NEFH/ASS1/VIM/CTSB/HSPA1A/KRT6A/DAP3/ANKS1B/CD24",12,"up"
"autoimmune disease of skin and connective tissue","autoimmune disease of skin and connective tissue","9/250","219/17907",0.0410958904109589,2.94361643835616,3.44353175339132,0.00373823322472433,0.0327691311643835,0.0241308133917121,"KRT4/HP/RAB12/KRT14/KRT13/MPO/VCL/PLG/F2",9,"up"
"fanconi's anemia","fanconi's anemia","9/250","219/17907",0.0410958904109589,2.94361643835616,3.44353175339132,0.00373823322472433,0.0327691311643835,0.0241308133917121,"RPS3/MUS81/HPRT1/TXN/PGK1/PSMB3/NHP2/TELO2/POLM",9,"up"
"Glomerulonephritis","Glomerulonephritis","9/250","219/17907",0.0410958904109589,2.94361643835616,3.44353175339132,0.00373823322472433,0.0327691311643835,0.0241308133917121,"HP/MUS81/HSPA1B/FCAR/HSPA1A/HSPA1L/NCR1/TNFSF12/EIF4A1",9,"up"
"Nephritis","Nephritis","9/250","219/17907",0.0410958904109589,2.94361643835616,3.44353175339132,0.00373823322472433,0.0327691311643835,0.0241308133917121,"HP/MUS81/HSPA1B/FCAR/HSPA1A/HSPA1L/NCR1/TNFSF12/EIF4A1",9,"up"
"uveitis","uveitis","11/250","304/17907",0.0361842105263158,2.59180263157895,3.33076123562627,0.00375305533765747,0.0327691311643835,0.0241308133917121,"P4HB/NME1/HSPA1B/HBZ/HSPB1/HSPA1A/MPO/CRYM/PRDX4/TLN1/HSPD1",11,"up"
"carotid artery disease","carotid artery disease","10/250","261/17907",0.0383141762452107,2.74436781609195,3.37789400250138,0.00377364847721455,0.0327691311643835,0.0241308133917121,"KNG1/HNRNPK/P4HB/SERPINE1/SERPINC1/APOE/MPO/PLG/TLN1/F2",10,"up"
"retinal detachment","retinal detachment","10/250","261/17907",0.0383141762452107,2.74436781609195,3.37789400250138,0.00377364847721455,0.0327691311643835,0.0241308133917121,"DES/KRT18/HBB/NEFH/SERPINC1/MYL12A/PLG/TTR/MYL12B/TPT1",10,"up"
"corneal neovascularization","corneal neovascularization","7/250","142/17907",0.0492957746478873,3.53095774647887,3.60294221630456,0.00383308441516261,0.0331724220742717,0.0244277922051041,"KRT4/KRT14/KRT15/CCR3/LGALS9/PLG/RIPK2",7,"up"
"endocarditis","endocarditis","10/250","262/17907",0.0381679389312977,2.73389312977099,3.36413159671772,0.00387655217030794,0.033435262468906,0.0246213448654694,"ENO1/HP/PPIA/SERPINE1/SERPINC1/MPO/RNH1/PLG/F2/HSPD1",10,"up"
"bullous skin disease","bullous skin disease","9/250","221/17907",0.0407239819004525,2.91697737556561,3.41200099948426,0.00396741317672219,0.0341037233675817,0.0251135918257162,"KRT4/HP/RAB12/KRT14/KRT13/MPO/VCL/PLG/F2",9,"up"
"nasopharynx carcinoma","nasopharynx carcinoma","15/250","493/17907",0.0304259634888438,2.1793509127789,3.15957066518051,0.00405432776640682,0.0345317341746792,0.0254287740886788,"KRT18/KRT19/HSP90B1/TMBIM6/EZR/HNRNPK/FABP3/RPS28/KRT13/CDC42/FSCN1/LGALS9/CD24/GSTP1/RPL27",15,"up"
"bronchitis","bronchitis","10/250","264/17907",0.0378787878787879,2.71318181818182,3.33679894025261,0.00408902595042581,0.0345317341746792,0.0254287740886788,"HP/GC/CTSB/SLC25A3/SERPINC1/CCR3/MPO/F2/TTR/GSTP1",10,"up"
"acute kidney failure","acute kidney failure","8/250","182/17907",0.043956043956044,3.14848351648352,3.46645394062099,0.00411412762124859,0.0345317341746792,0.0254287740886788,"VIM/HSPA1A/MPO/SERPINB8/MBD1/ADA/F2/HPX",8,"up"
"vitreous disease","vitreous disease","8/250","182/17907",0.043956043956044,3.14848351648352,3.46645394062099,0.00411412762124859,0.0345317341746792,0.0254287740886788,"DES/KRT18/KRT4/TFRC/ALDOA/VIM/VCL/PLG",8,"up"
"erysipelas","erysipelas","4/250","47/17907",0.0851063829787234,6.096,4.16244450999853,0.00413163362558098,0.0345317341746792,0.0254287740886788,"KRT18/KNG1/INA/HPX",4,"up"
"glycine encephalopathy","glycine encephalopathy","4/250","47/17907",0.0851063829787234,6.096,4.16244450999853,0.00413163362558098,0.0345317341746792,0.0254287740886788,"SLC2A1/GC/ASS1/FABP3",4,"up"
"retrograde amnesia","retrograde amnesia","4/250","47/17907",0.0851063829787234,6.096,4.16244450999853,0.00413163362558098,0.0345317341746792,0.0254287740886788,"ENO1/DSTN/APOE/GSK3B",4,"up"
"hydrocephalus","hydrocephalus","14/250","446/17907",0.031390134529148,2.24841255605381,3.17688750893038,0.00413523082601976,0.0345317341746792,0.0254287740886788,"DES/KRT84/PAFAH1B2/VIM/FABP3/SLC25A3/NEFL/CDC42/APOE/PLG/ADA/F2/TTR/HYDIN",14,"up"
"thymoma","thymoma","11/250","308/17907",0.0357142857142857,2.55814285714286,3.28208233483335,0.0041389387612424,0.0345317341746792,0.0254287740886788,"KRT84/SLC2A1/TFRC/TXN/LDHB/KRT14/KIT/DAP3/FSCN1/TG/SALL4",11,"up"
"pineal gland cancer","pineal gland cancer","5/250","76/17907",0.0657894736842105,4.71236842105263,3.85905396485506,0.00420732509698529,0.0348743538071541,0.0256810752673128,"KRT18/NEFM/INA/CD24/TTR",5,"up"
"thrombophlebitis","thrombophlebitis","5/250","76/17907",0.0657894736842105,4.71236842105263,3.85905396485506,0.00420732509698529,0.0348743538071541,0.0256810752673128,"FGG/SERPINC1/KCNAB2/PLG/F2",5,"up"
"sideroblastic anemia","sideroblastic anemia","6/250","109/17907",0.055045871559633,3.94282568807339,3.666933398197,0.00426823462317639,0.0352647346050787,0.0259685472219146,"HBB/PKM/TFRC/PGK1/GATM/ALAD",6,"up"
"alpha-mannosidosis","alpha-mannosidosis","3/250","24/17907",0.125,8.9535,4.63932239940466,0.00438108641444965,0.036080366503516,0.026569169223114,"ASS1/CTSB/ARSA",3,"up"
"glomus tumor","glomus tumor","4/250","48/17907",0.0833333333333333,5.969,4.1017754622143,0.00445863345711733,0.036171445163288,0.0266362385064557,"DES/NEFH/VIM/KRT14",4,"up"
"hemangiopericytic tumor","hemangiopericytic tumor","4/250","48/17907",0.0833333333333333,5.969,4.1017754622143,0.00445863345711733,0.036171445163288,0.0266362385064557,"DES/NEFH/VIM/KRT14",4,"up"
"testicular malignant germ cell cancer","testicular malignant germ cell cancer","4/250","48/17907",0.0833333333333333,5.969,4.1017754622143,0.00445863345711733,0.036171445163288,0.0266362385064557,"SLC2A1/HP/TTR/HPX",4,"up"
"acute porphyria","acute porphyria","7/250","146/17907",0.0479452054794521,3.43421917808219,3.51409288277381,0.00446223835226944,0.036171445163288,0.0266362385064557,"ACTA1/S100A6/KRT84/HP/TFRC/ALAD/HPX",7,"up"
"congenital structural myopathy","congenital structural myopathy","6/250","110/17907",0.0545454545454545,3.90698181818182,3.63895004535076,0.00446298677102848,0.036171445163288,0.0266362385064557,"DES/ACTA1/ACTC1/NEFL/DSTN/VCL",6,"up"
"autoimmune disease of blood","autoimmune disease of blood","9/250","227/17907",0.039647577092511,2.83987665198238,3.31948982990509,0.00472149719597728,0.0381455137383861,0.0280899200267003,"KRT84/HP/PKM/TFRC/SERPINC1/SLC4A1/MBD1/F2/RAN",9,"up"
"eclampsia","eclampsia","6/250","112/17907",0.0535714285714286,3.83721428571429,3.58395863879251,0.00487204716888036,0.0391914954456255,0.02886016899247,"HP/SERPINE1/SERPINC1/KCNAB2/PLG/F2",6,"up"
"basosquamous carcinoma","basosquamous carcinoma","3/250","25/17907",0.12,8.59536,4.52190212615357,0.00492772034392706,0.0391914954456255,0.02886016899247,"SLC2A1/KRT14/KCNAB2",3,"up"
"fibrous meningioma","fibrous meningioma","3/250","25/17907",0.12,8.59536,4.52190212615357,0.00492772034392706,0.0391914954456255,0.02886016899247,"MSN/RDX/EZR",3,"up"
"hemoglobin e disease","hemoglobin e disease","3/250","25/17907",0.12,8.59536,4.52190212615357,0.00492772034392706,0.0391914954456255,0.02886016899247,"HBB/HBE1/F2",3,"up"
"monodermal teratoma","monodermal teratoma","3/250","25/17907",0.12,8.59536,4.52190212615357,0.00492772034392706,0.0391914954456255,0.02886016899247,"KRT19/TG/SALL4",3,"up"
"skin hemangioma","skin hemangioma","5/250","79/17907",0.0632911392405063,4.53341772151899,3.74513995409402,0.00496278862347533,0.0393478240861259,0.0289752876153218,"SLC2A1/VIM/HBZ/CTSB/PROX1",5,"up"
"porphyria","porphyria","7/250","149/17907",0.0469798657718121,3.36507382550336,3.44946423184974,0.00498308150070552,0.0393682127785974,0.0289903016152617,"ACTA1/S100A6/KRT84/HP/TFRC/ALAD/HPX",7,"up"
"mitochondrial myopathy","mitochondrial myopathy","9/250","229/17907",0.0393013100436681,2.81507423580786,3.28932211177989,0.00499620091667276,0.0393682127785974,0.0289903016152617,"SLC2A1/RAB4A/ASS1/INA/SLC25A4/PGK1/CRYZ/VDAC1/HSPD1",9,"up"
"teratoma","teratoma","13/250","409/17907",0.0317848410757946,2.27668459657702,3.10786325971579,0.00508702841425419,0.0399605647433568,0.0294265028270704,"DES/KRT18/S100A6/KRT19/NME1/INA/KRT14/GFRA1/RNH1/CCT6A/TG/SALL4/MYL12B",13,"up"
"relapsing fever","relapsing fever","4/250","50/17907",0.08,5.73024,3.98542614052467,0.00516401074386751,0.0403363849657054,0.029703252540355,"HPRT1/CFHR1/PLG/IGFBP7",4,"up"
"breast fibroadenoma","breast fibroadenoma","7/250","150/17907",0.0466666666666667,3.34264,3.42828740035573,0.00516646998973196,0.0403363849657054,0.029703252540355,"PZP/ACTA1/SLC2A1/KRT31/KRT14/KRT15/KCNAB2",7,"up"
"pulmonary eosinophilia","pulmonary eosinophilia","5/250","80/17907",0.0625,4.47675,3.70843063842183,0.0052346714913763,0.0406860515812235,0.029960743036702,"TXN/CCR3/SERPINB8/LGALS9/ADA",5,"up"
"intestinal benign neoplasm","intestinal benign neoplasm","11/250","318/17907",0.0345911949685535,2.47769811320755,3.16365808223662,0.00524313003142285,0.0406860515812235,0.029960743036702,"ACTA1/MSN/RDX/CTSB/LDHB/KIT/MPO/SLC4A1/SAMM50/PROX1/GSTP1",11,"up"
"favism","favism","3/250","26/17907",0.115384615384615,8.26476923076923,4.41086160473398,0.00551368056056064,0.041868924335256,0.0308317970036355,"HP/CRYZ/HPX",3,"up"
"Alzheimer's disease","Alzheimer's disease","5/250","81/17907",0.0617283950617284,4.42148148148148,3.67232059284117,0.00551693078366414,0.041868924335256,0.0308317970036355,"CTSB/APOE/MPO/A2M/GSK3B",5,"up"
"cavernous hemangioma","cavernous hemangioma","5/250","81/17907",0.0617283950617284,4.42148148148148,3.67232059284117,0.00551693078366414,0.041868924335256,0.0308317970036355,"ACTA1/VIM/SERPINC1/PLG/F2",5,"up"
"multinodular goiter","multinodular goiter","5/250","81/17907",0.0617283950617284,4.42148148148148,3.67232059284117,0.00551693078366414,0.041868924335256,0.0308317970036355,"KRT19/PRDX2/CTSB/TG/TPT1",5,"up"
"seborrheic keratosis","seborrheic keratosis","5/250","81/17907",0.0617283950617284,4.42148148148148,3.67232059284117,0.00551693078366414,0.041868924335256,0.0308317970036355,"S100A6/KRT1/KRT10/EZR/KRT15",5,"up"
"Tauopathy","Tauopathy","5/250","81/17907",0.0617283950617284,4.42148148148148,3.67232059284117,0.00551693078366414,0.041868924335256,0.0308317970036355,"CTSB/APOE/MPO/A2M/GSK3B",5,"up"
"autoimmune hemolytic anemia","autoimmune hemolytic anemia","6/250","115/17907",0.0521739130434783,3.73711304347826,3.50380643082548,0.00553641950575566,0.041868924335256,0.0308317970036355,"KRT84/HP/PKM/TFRC/SLC4A1/F2",6,"up"
"hemophilia b","hemophilia b","4/250","51/17907",0.0784313725490196,5.61788235294118,3.92958511260407,0.0055431635038451,0.041868924335256,0.0308317970036355,"KNG1/KRT31/SERPINC1/F2",4,"up"
"intracranial embolism","intracranial embolism","4/250","51/17907",0.0784313725490196,5.61788235294118,3.92958511260407,0.0055431635038451,0.041868924335256,0.0308317970036355,"SERPINC1/VCL/PLG/F2",4,"up"
"penile disease","penile disease","8/250","192/17907",0.0416666666666667,2.9845,3.28959153305159,0.00565538178347394,0.042590530068463,0.0313631792121859,"ACTA1/EZR/SERPINE1/INA/PLG/ADA/TTR/RPL6",8,"up"
"scleroderma","scleroderma","14/250","463/17907",0.0302375809935205,2.16585745140389,3.02429217093434,0.00571502894723517,0.0429131438302688,0.0316007482964768,"MSN/RPL14/KNG1/HP/TFRC/SOD1/SERPINE1/RPL7/HSPA1L/SERPINC1/MPO/VCL/PLG/F2",14,"up"
"proliferative vitreoretinopathy","proliferative vitreoretinopathy","7/250","153/17907",0.0457516339869281,3.27709803921569,3.36581446767256,0.0057471345646836,0.0430276672833937,0.0316850820574932,"DES/KRT18/KRT4/TFRC/ALDOA/VIM/VCL",7,"up"
"angiosarcoma","angiosarcoma","6/250","116/17907",0.0517241379310345,3.70489655172414,3.47768555081928,0.00577192303632806,0.0430868991571507,0.0317286997318619,"KRT18/KRT19/KIT/FSCN1/TG/PROX1",6,"up"
"hepatitis c","hepatitis c","12/250","369/17907",0.032520325203252,2.32936585365854,3.07028368846024,0.00586715140846841,0.0436700803085127,0.0321581476615761,"KRT18/HBE1/KRT19/HP/PPIA/GC/TFRC/FCAR/TXN/NCR1/TG/F2",12,"up"
"apocrine sweat gland neoplasm","apocrine sweat gland neoplasm","4/250","52/17907",0.0769230769230769,5.50984615384615,3.87520165850882,0.00594046329717259,0.0438400362787843,0.0322833012942086,"S100A6/SLC2A1/KRT14/KRT15",4,"up"
"hepatic vein thrombosis","hepatic vein thrombosis","4/250","52/17907",0.0769230769230769,5.50984615384615,3.87520165850882,0.00594046329717259,0.0438400362787843,0.0322833012942086,"HINT1/SERPINC1/PLG/F2",4,"up"
"small cell carcinoma","small cell carcinoma","7/250","154/17907",0.0454545454545455,3.25581818181818,3.34533344579151,0.0059511371066375,0.0438400362787843,0.0322833012942086,"DES/KRT18/ENO1/KRT19/KRT14/KIT/GSTP1",7,"up"
"cholangiocarcinoma","cholangiocarcinoma","13/250","417/17907",0.0311750599520384,2.2330071942446,3.03144413498279,0.00595867316440977,0.0438400362787843,0.0322833012942086,"S100A6/ENO1/KRT19/KRT17/RPLP2/FSCN1/BLVRB/CCT6A/CD24/F2/RHOC/SALL4/FABP5",13,"up"
"ampulla of vater carcinoma","ampulla of vater carcinoma","5/250","83/17907",0.0602409638554217,4.31493975903614,3.60182771827759,0.00611339929249709,0.0445302825003763,0.0327915907170809,"S100A6/KRT17/KIT/FSCN1/F2",5,"up"
"brain glioma","brain glioma","5/250","83/17907",0.0602409638554217,4.31493975903614,3.60182771827759,0.00611339929249709,0.0445302825003763,0.0327915907170809,"SLC2A1/KNG1/FABP3/VCL/PLK4",5,"up"
"adenoid squamous cell carcinoma","adenoid squamous cell carcinoma","3/250","27/17907",0.111111111111111,7.95866666666667,4.30561302505275,0.00613970209170876,0.0445302825003763,0.0327915907170809,"VIM/KRT14/GSTP1",3,"up"
"blastoma","blastoma","3/250","27/17907",0.111111111111111,7.95866666666667,4.30561302505275,0.00613970209170876,0.0445302825003763,0.0327915907170809,"MPO/SERPINB8/ARSA",3,"up"
"chordoid glioma","chordoid glioma","3/250","27/17907",0.111111111111111,7.95866666666667,4.30561302505275,0.00613970209170876,0.0445302825003763,0.0327915907170809,"KRT18/CD24/TTR",3,"up"
"arteriosclerosis obliterans","arteriosclerosis obliterans","4/250","53/17907",0.0754716981132075,5.40588679245283,3.82220819598935,0.00635627857461341,0.0459704793229123,0.0338521351849099,"KNG1/SERPINE1/SERPINC1/PLG",4,"up"
